modelo,marca,valor,km,transmissao,combustivel,cor,ano,novidade,vendedor
COMPASS,JEEP,172000.0,89037.0,automatico,diesel,Branco,2019,False,CAMESA AUTOMÓVEIS
HB20,HYUNDAI,44000.0,104000.0,automatico,flex,Preto,2014,False,Talyson Kelvin Freire Ramos
CROSSFOX,VOLKSWAGEN,40900.0,149547.0,manual,flex,Vermelho,2013,False,HORIZONTE VEÍCULOS
HR-V,HONDA,85900.0,79000.0,automatico,flex,Cinza,2016,False,HORIZONTE VEÍCULOS
RENEGADE,JEEP,99900.0,63000.0,automatico,flex,Cinza,2021,False,HORIZONTE VEÍCULOS
L200,MITSUBISHI,175000.0,102173.0,manual,diesel,Branco,2019,False,GILVAN VEÍCULOS
COMPASS,JEEP,135990.0,22868.0,,diesel,Preto,2018,False,Gama Veiculos -Seminovos
RANGER,FORD,165990.0,59142.0,automatico,diesel,Cinza,2019,False,Gama Veiculos -Seminovos
RANGER,FORD,189990.0,58068.0,automatico,diesel,Cinza,2019,False,Gama Veiculos -Seminovos
C3,CITROËN,42900.0,65345.0,manual,flex,Branco,2015,False,Automania Multimarcas - Aracaju
ONIX,CHEVROLET,65990.0,84021.0,manual,flex,Branco,2017,False,HN Veículos
VOYAGE,VOLKSWAGEN,78990.0,15653.0,manual,flex,Cinza,2021,False,HN Veículos
AMAROK,VOLKSWAGEN,225000.0,24000.0,automatico,,Branco,2021,False,Auto Flex
PICANTO,KIA,45000.0,65000.0,automatico,flex,Preto,2013,False,JLA Corretora
UNO,FIAT,50000.0,54596.0,,flex,Branco,2021,False,GILVAN VEÍCULOS
FRONTIER,NISSAN,207000.0,39500.0,automatico,diesel,Preto,2021,False,Isaias Automóveis - Aracaju
SIENA,FIAT,36000.0,113786.0,automatico,flex,Prata,2013,False,FÁBIO TELES VEÍCULOS
COROLLA,TOYOTA,159000.0,17017.0,automatico,flex,Vermelho,2022,False,NETTO VEICULOS
POLO,VOLKSWAGEN,82000.0,58732.0,automatico,flex,Branco,2019,False,Gama  Seminovos - Aracaju
HB20,HYUNDAI,89000.0,16883.0,automatico,flex,Prata,2021,False,Isaias Automóveis - Aracaju
TORO,FIAT,122000.0,84042.0,automatico,diesel,Vermelho,2017,False,VIA CAR VEÍCULOS
COROLLA,TOYOTA,110000.0,50000.0,automatico,flex,Branco,2019,False,Junior Veículos
ASX,MITSUBISHI,105000.0,76762.0,automatico,flex,Branco,2018,False,KODAUTOS SEMINOVOS
KWID,RENAULT,47000.0,78783.0,manual,flex,Branco,2018,False,KODAUTOS SEMINOVOS
T-CROSS,VOLKSWAGEN,118000.0,9240.0,automatico,flex,Branco,2022,False,KODAUTOS SEMINOVOS
TIGUAN,VOLKSWAGEN,156000.0,26100.0,,flex,Prata,2020,False,Fabão Seminovos
POLO,VOLKSWAGEN,92800.0,39000.0,automatico,flex,Prata,2020,False,Fabão Seminovos
JETTA,VOLKSWAGEN,74800.0,118283.0,,flex,Branco,2016,False,Fabão Seminovos
NIVUS,VOLKSWAGEN,121800.0,29224.0,automatico,flex,Vermelho,2021,False,Fabão Seminovos
COMPASS,JEEP,178990.0,38588.0,automatico,diesel,Azul,2021,False,Gama Veiculos -Seminovos
KA,FORD,55900.0,62447.0,manual,flex,Branco,2020,False,FÁBIO TELES VEÍCULOS
HB20,HYUNDAI,54990.0,61257.0,,flex,Prata,2017,False,FÁBIO TELES VEÍCULOS
VERSA,NISSAN,53990.0,70832.0,manual,flex,Preto,2019,False,FÁBIO TELES VEÍCULOS
HB20S,HYUNDAI,48000.0,106181.0,manual,flex,Prata,2014,False,FÁBIO TELES VEÍCULOS
LOGAN,RENAULT,53500.0,45742.0,manual,flex,Preto,2020,False,FÁBIO TELES VEÍCULOS
FIESTA,FORD,57900.0,86607.0,manual,flex,Prata,2018,False,FÁBIO TELES VEÍCULOS
CITY,HONDA,67990.0,65064.0,automatico,flex,Prata,2016,False,FÁBIO TELES VEÍCULOS
GOL,VOLKSWAGEN,62990.0,24381.0,manual,flex,Preto,2021,False,FÁBIO TELES VEÍCULOS
SIENA,FIAT,51990.0,70919.0,manual,flex,Preto,2016,False,FÁBIO TELES VEÍCULOS
POLO,VOLKSWAGEN,74000.0,75000.0,manual,flex,Branco,2020,False,Sergipe Veiculos
UNO,FIAT,45000.0,77000.0,manual,flex,Branco,2015,False,Sergipe Veiculos
FRONTIER,NISSAN,184000.0,68000.0,automatico,diesel,Preto,2019,False,Mago Automóveis - Aracaju
NIVUS,VOLKSWAGEN,135000.0,7000.0,automatico,flex,Cinza,2021,False,GORDINHO AUTOMÓVEIS - Aracaju
COMPASS,JEEP,142000.0,75920.0,automatico,diesel,Cinza,2018,False,Vip Automóveis - Aracaju
MOBI,FIAT,55500.0,37000.0,manual,flex,Branco,2021,False,MGM AUTOMÓVEIS
CRONOS,FIAT,73990.0,24115.0,manual,flex,Vermelho,2019,False,Credi-Auto Veículos - Aracaju
L200,MITSUBISHI,115000.0,115000.0,automatico,diesel,Prata,2012,False,Sergipe Veiculos
VIRTUS,VOLKSWAGEN,75000.0,77000.0,manual,flex,Prata,2018,False,Sergipe Veiculos
EDGE,FORD,78900.0,55184.0,automatico,gasolina,Branco,2013,False,DNA Multimarcas - Aracaju
ONIX,CHEVROLET,79900.0,17000.0,manual,flex,Branco,2020,False,2A Automóveis
ONIX,CHEVROLET,65900.0,37812.0,manual,flex,Branco,2020,False,2A Automóveis
KWID,RENAULT,59900.0,2948.0,manual,flex,Preto,2022,False,2A Automóveis
VOYAGE,VOLKSWAGEN,67900.0,70413.0,manual,flex,Prata,2021,False,2A Automóveis
HB20S,HYUNDAI,68900.0,54950.0,manual,flex,Preto,2018,False,2A Automóveis
KWID,RENAULT,58900.0,11600.0,manual,flex,Laranja,2022,False,2A Automóveis
KWID,RENAULT,51900.0,6774.0,manual,flex,Vermelho,2020,False,2A Automóveis
RENEGADE,JEEP,110900.0,28000.0,automatico,flex,Branco,2021,False,2A Automóveis
ONIX,CHEVROLET,49900.0,43200.0,manual,flex,Branco,2018,False,2A Automóveis
DUSTER,RENAULT,82900.0,47800.0,manual,flex,Branco,2020,False,2A Automóveis
MOBI,FIAT,49900.0,35129.0,manual,flex,Branco,2020,False,2A Automóveis
POLO,VOLKSWAGEN,66900.0,40000.0,manual,flex,Cinza,2019,False,2A Automóveis
UNO,FIAT,54900.0,37900.0,,flex,Branco,2021,False,2A Automóveis
CIVIC,HONDA,117900.0,28859.0,automatico,flex,Branco,2020,False,2A Automóveis
STRADA,FIAT,83900.0,69400.0,manual,flex,Branco,2019,False,2A Automóveis
KWID,RENAULT,60900.0,12000.0,manual,flex,Prata,2022,False,2A Automóveis
FOX,VOLKSWAGEN,66900.0,33698.0,manual,flex,Cinza,2020,False,2A Automóveis
HB20S,HYUNDAI,65900.0,68388.0,automatico,flex,Branco,2018,False,2A Automóveis
KA,FORD,42000.0,87000.0,manual,flex,Preto,2015,False,CITY CAR MULTIMARCAS
HB20,HYUNDAI,56800.0,74663.0,manual,flex,Preto,2016,False,Isaias Automóveis - Aracaju
TORO,FIAT,128990.0,30902.0,automatico,diesel,Branco,2021,False,Toyolex Seminovos - Aracaju
TORO,FIAT,124990.0,44903.0,automatico,diesel,Branco,2021,False,Toyolex Seminovos - Aracaju
GOL,VOLKSWAGEN,61990.0,12904.0,manual,flex,Branco,2022,False,Toyolex Seminovos - Aracaju
TORO,FIAT,206990.0,11748.0,automatico,diesel,Vermelho,2022,False,Manchete Multimarcas
HR-V,HONDA,104990.0,79853.0,automatico,flex,Vermelho,2018,False,Gama  Seminovos - Aracaju
AMAROK,VOLKSWAGEN,214990.0,130157.0,automatico,diesel,Branco,2019,False,Gama  Seminovos - Aracaju
IX35,HYUNDAI,96990.0,68085.0,automatico,flex,Grafite,2017,False,Gama  Seminovos - Aracaju
ONIX,CHEVROLET,69990.0,82653.0,manual,flex,Preto,2020,False,Gama  Seminovos - Aracaju
VERSA,NISSAN,65990.0,84462.0,,flex,Cinza,2017,False,Gama  Seminovos - Aracaju
NIVUS,VOLKSWAGEN,126990.0,48023.0,automatico,flex,Vermelho,2021,False,Gama  Seminovos - Aracaju
CROSSFOX,VOLKSWAGEN,45000.0,74000.0,manual,flex,Vermelho,2012,False,GORDINHO AUTOMÓVEIS - Aracaju
CRONOS,FIAT,85000.0,72000.0,automatico,flex,Branco,2020,False,GORDINHO AUTOMÓVEIS - Aracaju
ONIX,CHEVROLET,71990.0,21460.0,automatico,flex,Prata,2017,False,HN Veículos
ONIX,CHEVROLET,49000.0,85000.0,automatico,flex,Prata,2014,False,JLA Corretora
SANDERO,RENAULT,47900.0,52771.0,automatico,flex,Prata,2015,False,ATLANTIC MULTIMARCAS
POLO,VOLKSWAGEN,79500.0,31000.0,automatico,flex,Branco,2019,False,GORDINHO AUTOMÓVEIS - Aracaju
POLO,VOLKSWAGEN,74900.0,75000.0,automatico,flex,Preto,2018,False,Automania Multimarcas - Aracaju
IX35,HYUNDAI,97900.0,84000.0,automatico,flex,2019,2019,False,Automania Multimarcas - Aracaju
VIRTUS,VOLKSWAGEN,84900.0,110000.0,automatico,flex,Branco,2019,False,Automania Multimarcas - Aracaju
STRADA,FIAT,53900.0,68000.0,manual,flex,Branco,2017,False,BS Automoveis Ltda 
VOYAGE,VOLKSWAGEN,56800.0,89000.0,manual,flex,Branco,2019,False,ACESSO VEÍCULOS
STRADA,FIAT,61900.0,95232.0,manual,flex,Branco,2019,False,ACESSO VEÍCULOS
SANDERO,RENAULT,55900.0,1111.0,manual,flex,Branco,2021,False,ACESSO VEÍCULOS
KA,FORD,57500.0,34697.0,manual,flex,Branco,2021,False,ACESSO VEÍCULOS
RANGER,FORD,162800.0,80472.0,automatico,diesel,Preto,2019,False,Fabão Seminovos
COMPASS,JEEP,199800.0,28152.0,automatico,diesel,Preto,2021,False,Fabão Seminovos
HB20X,HYUNDAI,93000.0,8700.0,automatico,flex,2021,2021,False,EDSON DA SILVA ALMEIDA
UP,VOLKSWAGEN,50990.0,86904.0,manual,flex,Vermelho,2017,False,Toyolex Seminovos - Aracaju
AMAROK,VOLKSWAGEN,97000.0,105000.0,manual,diesel,Branco,2014,False,Sergipe Veiculos
COMPASS,JEEP,125000.0,121000.0,automatico,diesel,Vinho,2017,False,Douglas Messias 
GOL,VOLKSWAGEN,32900.0,70000.0,manual,flex,Branco,2015,False,WT Veículos
RENEGADE,JEEP,117990.0,53904.0,automatico,diesel,Branco,2019,False,Toyolex Seminovos - Aracaju
A3,AUDI,125990.0,26000.0,,flex,Preto,2019,False,Estácio da Silveira Lima
A,MERCEDES-BENZ,136000.0,22200.0,automatico,gasolina,Cinza,2019,False,JULIANA VEICULOS
SENTRA,NISSAN,57500.0,87000.0,automatico,flex,Azul,2014,False,BK MULTIMARCAS 
PRISMA,CHEVROLET,64500.0,56000.0,,flex,Cinza,2019,False,BK MULTIMARCAS 
KA,FORD,48000.0,93000.0,manual,flex,Preto,2018,False,Sergipe Veiculos
KICKS,NISSAN,89990.0,69000.0,,flex,Branco,2017,False,Sergipe Veiculos
ARRIZO,CHERY,111990.0,31800.0,automatico,flex,Branco,2021,False,ALLAN Corretora
PRISMA,CHEVROLET,56000.0,86000.0,manual,flex,Preto,2018,False,Junior Veículos
SPIN,CHEVROLET,90000.0,49000.0,automatico,flex,Branco,2020,False,WT Veículos
HILUX,TOYOTA,210000.0,64000.0,automatico,flex,Branco,2019,False,WT Veículos
FOX,VOLKSWAGEN,43000.0,82000.0,manual,flex,Branco,2014,False,PIRES AUTOMÓVEIS
SANDERO,RENAULT,49900.0,72000.0,manual,flex,Branco,2019,False,BK MULTIMARCAS 
EQUINOX,CHEVROLET,147990.0,72226.0,automatico,gasolina,Preto,2018,False,CITY CAR MULTIMARCAS
HILUX,TOYOTA,119990.0,300.0,manual,diesel,Prata,2013,False,Grupo R1 Autos 
HILUX,TOYOTA,225.0,85600.0,automatico,flex,2019,2019,False,JULIANA VEICULOS
T-CROSS,VOLKSWAGEN,110000.0,40000.0,automatico,flex,Cinza,2020,False,Mago Automóveis - Aracaju
VERSA,NISSAN,63900.0,47384.0,automatico,flex,Prata,2018,False,CITY CAR MULTIMARCAS
FOX,VOLKSWAGEN,59000.0,54265.0,,flex,Branco,2019,False,PRIMECAR AUTOMÓVEIS
GRAND,NISSAN,38990.0,95000.0,automatico,flex,Preto,2013,False,WT Veículos
SPIN,CHEVROLET,65990.0,89000.0,manual,flex,Branco,2018,False,WT Veículos
HB20,HYUNDAI,43990.0,85000.0,manual,flex,Prata,2014,False,WT Veículos
HILUX,TOYOTA,149000.0,120000.0,automatico,diesel,Bege,2013,False,Edson Veículos - Aracaju
HB20,HYUNDAI,92000.0,41359.0,automatico,flex,Grafite,2021,False,GILVAN VEÍCULOS
PAJERO,MITSUBISHI,114000.0,152217.0,automatico,diesel,Prata,2013,False,Isaias Automóveis - Aracaju
FRONTIER,NISSAN,199000.0,59448.0,automatico,diesel,Branco,2020,False,Isaias Automóveis - Aracaju
COMPASS,JEEP,142990.0,75000.0,,diesel,Branco,2019,False,GUIMA VEICULOS - CHERY
TORO,FIAT,115000.0,93000.0,manual,diesel,Branco,2018,False,IDEAL MULTIMARCAS
CAPTUR,RENAULT,81000.0,51200.0,,flex,Marrom,2019,False,IDEAL MULTIMARCAS
KICKS,NISSAN,93000.0,76000.0,,flex,Prata,2018,False,Sergipe Veiculos
TORO,FIAT,134800.0,79038.0,automatico,diesel,Branco,2018,False,Edson Veículos - Aracaju
AMAROK,VOLKSWAGEN,135000.0,127000.0,automatico,diesel,Branco,2016,False,Leandro catao nogueira 
C4,CITROËN,50000.0,46299.0,automatico,flex,Preto,2015,False,Humberto Torres
IX35,HYUNDAI,72000.0,110000.0,automatico,flex,2015,2015,False,Jose adauto barbosa pugliesi
X1,BMW,186000.0,57000.0,automatico,flex,Branco,2019,False,JULIANA VEICULOS
328i,BMW,138000.0,41400.0,automatico,gasolina,Branco,2015,False,JULIANA VEICULOS
320i,BMW,134000.0,27300.0,automatico,flex,Branco,2018,False,JULIANA VEICULOS
GLA,MERCEDES-BENZ,156000.0,59000.0,automatico,flex,Branco,2018,False,JULIANA VEICULOS
HB20X,HYUNDAI,64990.0,39904.0,automatico,flex,Branco,2018,False,Toyolex Seminovos - Aracaju
COMPASS,JEEP,145000.0,20060.0,automatico,flex,Vermelho,2017,False,GILVAN VEÍCULOS
A3,AUDI,114900.0,39000.0,automatico,gasolina,Azul,2018,False,BK MULTIMARCAS 
HB20S,HYUNDAI,66000.0,61000.0,manual,flex,Prata,2019,False,Sergipe Veiculos
SANDERO,RENAULT,39000.0,97000.0,manual,flex,Branco,2014,False,Sergipe Veiculos
FOX,VOLKSWAGEN,64000.0,38000.0,manual,flex,Branco,2019,False,JLA Corretora
AIRCROSS,CITROËN,55000.0,100000.0,manual,flex,Vermelho,2018,False,Sergipe Veiculos
RENEGADE,JEEP,110000.0,100000.0,automatico,diesel,Branco,2016,False,Sergipe Veiculos
GOL,VOLKSWAGEN,55000.0,38000.0,manual,flex,Branco,2019,False,Sergipe Veiculos
DUSTER,RENAULT,54000.0,120000.0,manual,flex,Prata,2014,False,Sergipe Veiculos
UNO,FIAT,42000.0,78000.0,manual,flex,Branco,2014,False,Sergipe Veiculos
ONIX,CHEVROLET,96000.0,53000.0,automatico,flex,Prata,2021,False,Sergipe Veiculos
KICKS,NISSAN,90000.0,69000.0,,flex,Branco,2017,False,Sergipe Veiculos
CAPTUR,RENAULT,83500.0,129976.0,,flex,Laranja,2019,False,GILVAN VEÍCULOS
SAVEIRO,VOLKSWAGEN,68990.0,65300.0,manual,flex,Branco,2019,False,Grupo R1 Autos 
ASX,MITSUBISHI,79990.0,80044.0,automatico,gasolina,Preto,2015,False,ZITO MULTIMARCAS
KWID,RENAULT,57990.0,20700.0,manual,flex,Branco,2021,False,Grupo R1 Autos 
CRETA,HYUNDAI,104990.0,20800.0,automatico,flex,Prata,2021,False,Grupo R1 Autos 
HR-V,HONDA,88990.0,55700.0,automatico,flex,Prata,2016,False,Grupo R1 Autos 
TIGGO,CHERY,185000.0,10000.0,automatico,gasolina,Cinza,2022,False,BK MULTIMARCAS 
COMPASS,JEEP,185000.0,17900.0,automatico,diesel,Azul,2021,False,Junior Veículos
COMPASS,JEEP,139000.0,78000.0,automatico,diesel,Cinza,2018,False,Mago Automóveis - Aracaju
RANGER,FORD,165000.0,141000.0,automatico,diesel,Branco,2017,False,KM VEÍCULOS
AMAROK,VOLKSWAGEN,155000.0,88000.0,automatico,diesel,Prata,2018,False,Sergipe Veiculos
Q3,AUDI,110000.0,80000.0,,flex,Branco,2014,False,Sergipe Veiculos
ONIX,CHEVROLET,87990.0,16900.0,automatico,flex,Preto,2020,False,Grupo R1 Autos 
RANGER,FORD,125000.0,119.0,automatico,diesel,Preto,2014,False,Alexsandro Cunha dos Santos 
CERATO,KIA,133000.0,12000.0,automatico,flex,Grafite,2022,False,Credi-Auto Veículos - Aracaju
STRADA,FIAT,84990.0,54200.0,manual,flex,Prata,2019,False,Grupo R1 Autos 
PRISMA,CHEVROLET,71990.0,72500.0,automatico,flex,Branco,2017,False,Grupo R1 Autos 
FIT,HONDA,79000.0,46000.0,automatico,flex,Branco,2018,False,WT Veículos
RENEGADE,JEEP,82000.0,54000.0,automatico,flex,Vermelho,2016,False,PIRES AUTOMÓVEIS
SANDERO,RENAULT,69990.0,31200.0,manual,flex,Branco,2020,False,Grupo R1 Autos 
ONIX,CHEVROLET,90000.0,18000.0,,,Vermelho,2020,False,MATOS VEICULOS
COROLLA,TOYOTA,96990.0,51000.0,automatico,flex,Marrom,2018,False,Grupo R1 Autos 
COMPASS,JEEP,214990.0,18955.0,automatico,diesel,Preto,2021,False,ZITO MULTIMARCAS
320i,BMW,134990.0,35000.0,automatico,flex,Vermelho,2015,False,ZITO MULTIMARCAS
VIRTUS,VOLKSWAGEN,86000.0,40703.0,automatico,flex,Cinza,2018,False,Denis A. Ribeiro Reis
AMAROK,VOLKSWAGEN,129990.0,78904.0,automatico,diesel,Preto,2018,False,Toyolex Seminovos - Aracaju
ARGO,FIAT,69990.0,23100.0,manual,flex,Prata,2021,False,Grupo R1 Autos 
HB20,HYUNDAI,49990.0,300.0,automatico,flex,Vermelho,2013,False,Grupo R1 Autos 
RANGER,FORD,125990.0,300.0,automatico,diesel,Prata,2013,False,Grupo R1 Autos 
KA,FORD,62990.0,25140.0,manual,flex,Branco,2021,False,Grupo R1 Autos 
FOX,VOLKSWAGEN,57000.0,80000.0,manual,flex,2018,2018,False,Mago Automóveis - Aracaju
TORO,FIAT,163000.0,58000.0,automatico,diesel,Branco,2020,False,Mago Automóveis - Aracaju
CRETA,HYUNDAI,96900.0,40000.0,automatico,flex,Preto,2019,False,WT Veículos
POLO,VOLKSWAGEN,86990.0,27200.0,automatico,flex,Branco,2020,False,Grupo R1 Autos 
FIT,HONDA,91990.0,10200.0,automatico,flex,Branco,2021,False,ALLAN Corretora
HILUX,TOYOTA,205000.0,113560.0,manual,diesel,Branco,2016,False,Scuderia Veículos e Pick-ups
COMPASS,JEEP,126000.0,57000.0,automatico,flex,Preto,2019,False,WT Veículos
STRADA,FIAT,79000.0,77000.0,manual,flex,Branco,2019,False,WT Veículos
YARIS,TOYOTA,81000.0,48000.0,automatico,flex,Prata,2019,False,WT Veículos
PRISMA,CHEVROLET,63990.0,68000.0,manual,flex,Branco,2017,False,WT Veículos
KA,FORD,59990.0,35210.0,manual,flex,Vermelho,2021,False,ZITO MULTIMARCAS
VOYAGE,VOLKSWAGEN,35990.0,103186.0,manual,flex,Cinza,2012,False,ZITO MULTIMARCAS
POLO,VOLKSWAGEN,78990.0,52604.0,automatico,,Cinza,2018,False,ZITO MULTIMARCAS
PALIO,FIAT,33500.0,98000.0,manual,flex,Vermelho,2014,False,BK MULTIMARCAS 
HILUX,TOYOTA,161990.0,300.0,automatico,diesel,Branco,2014,False,Grupo R1 Autos 
ONIX,CHEVROLET,48500.0,62000.0,manual,flex,Prata,2018,False,PERSONAL CAR  LTDA
KICKS,NISSAN,92500.0,46000.0,,flex,Preto,2019,False,PERSONAL CAR  LTDA
CRETA,HYUNDAI,99000.0,39000.0,automatico,flex,Prata,2021,False,WT Veículos
COMPASS,JEEP,176000.0,60904.0,automatico,diesel,Branco,2019,False,Toyolex Seminovos - Aracaju
CAPTUR,RENAULT,86500.0,50000.0,automatico,flex,Branco,2019,False,BK MULTIMARCAS 
SENTRA,NISSAN,67500.0,62000.0,automatico,flex,Prata,2016,False,BK MULTIMARCAS 
COROLLA,TOYOTA,108000.0,45000.0,automatico,flex,Prata,2019,False,BK MULTIMARCAS 
KA,FORD,58500.0,21383.0,manual,flex,Branco,2021,False,SERTANEJO VEÍCULOS
DUSTER,RENAULT,86990.0,42200.0,automatico,flex,Prata,2020,False,Grupo R1 Autos 
GOL,VOLKSWAGEN,62800.0,64532.0,manual,flex,Prata,2021,False,Fabão Seminovos
HB20S,HYUNDAI,66990.0,69100.0,automatico,flex,Branco,2017,False,Grupo R1 Autos 
SPORTAGE,KIA,85990.0,1.0,automatico,flex,Preto,2014,False,Grupo R1 Autos 
FRONTIER,NISSAN,191990.0,60200.0,automatico,diesel,Prata,2019,False,Grupo R1 Autos 
LOGAN,RENAULT,57990.0,52300.0,automatico,flex,Branco,2020,False,Grupo R1 Autos 
FIESTA,FORD,31900.0,89000.0,manual,flex,Branco,2014,False,Allan Moisés de Oliveira
PRISMA,CHEVROLET,71990.0,54008.0,manual,flex,Cinza,2019,False,Grupo R1 Autos 
RANGER,FORD,198000.0,54000.0,automatico,diesel,Branco,2021,False,Mago Automóveis - Aracaju
C3,CITROËN,36990.0,62000.0,manual,flex,2015,2015,False,WT Veículos
TUCSON,HYUNDAI,52990.0,78000.0,automatico,flex,Preto,2015,False,WT Veículos
KICKS,NISSAN,83900.0,62000.0,,flex,Preto,2017,False,WT Veículos
GLA,MERCEDES-BENZ,156000.0,54000.0,automatico,flex,Preto,2018,False,Gama Seminovos 
Q3,AUDI,119990.0,54916.0,,gasolina,Marrom,2017,False,Grupo R1 Autos 
COMPASS,JEEP,139900.0,80000.0,automatico,diesel,Preto,2018,False,WT Veículos
TORO,FIAT,142000.0,90000.0,automatico,diesel,Vinho,2020,False,WT Veículos
PICANTO,KIA,43900.0,95000.0,automatico,flex,Prata,2016,False,WT Veículos
207,PEUGEOT,25500.0,124000.0,manual,flex,Preto,2012,False,WT Veículos
GOL,VOLKSWAGEN,47990.0,38000.0,manual,flex,Branco,2019,False,WT Veículos
ECOSPORT,FORD,88000.0,32791.0,automatico,flex,Vermelho,2019,False,Edson Veículos - Aracaju
RANGER,FORD,174990.0,76000.0,automatico,diesel,Branco,2019,False,Gama Seminovos 
HILUX,TOYOTA,200540.0,99596.0,automatico,diesel,Prata,2016,False,Simone Chagas 
COMPASS,JEEP,144990.0,53904.0,automatico,diesel,Vermelho,2019,False,Toyolex Seminovos - Aracaju
HB20S,HYUNDAI,53500.0,147062.0,automatico,flex,Preto,2014,False,IDEAL MULTIMARCAS
FOX,VOLKSWAGEN,59900.0,16000.0,manual,flex,Preto,2020,False,BK MULTIMARCAS 
RANGER,FORD,219900.0,32000.0,automatico,diesel,Preto,2020,False,GUIMA PREMIUM
CIVIC,HONDA,102900.0,80000.0,automatico,flex,Branco,2017,False,BK MULTIMARCAS 
COMPASS,JEEP,107000.0,57600.0,automatico,flex,Branco,2018,False,Karina de oliveira dias
COROLLA,TOYOTA,98900.0,40000.0,automatico,flex,Vermelho,2020,False,BK MULTIMARCAS 
KICKS,NISSAN,89000.0,52000.0,,flex,Branco,2018,False,MATOS VEICULOS
S10,CHEVROLET,159990.0,56210.0,manual,diesel,Prata,2020,False,Grupo R1 Autos 
COMPASS,JEEP,155000.0,55000.0,automatico,diesel,Preto,2018,False,Sandra Barreto 
KICKS,NISSAN,89000.0,63000.0,,flex,Marrom,2018,False,MATOS VEICULOS
ECLIPSE,MITSUBISHI,152990.0,25700.0,automatico,gasolina,Cinza,2020,False,GUIMA PREMIUM
NIVUS,VOLKSWAGEN,127990.0,21000.0,automatico,flex,Branco,2021,False,GUIMA PREMIUM
STRADA,FIAT,65990.0,35000.0,manual,flex,Cinza,2015,False,GUIMA PREMIUM
JETTA,VOLKSWAGEN,115000.0,61500.0,,gasolina,Preto,2016,False,PIRES AUTOMÓVEIS
KA,FORD,46900.0,93051.0,manual,flex,Branco,2019,False,Equilíbrio Veículos
COMPASS,JEEP,138000.0,78000.0,automatico,diesel,Preto,2017,False,GUIMA PREMIUM
VERSA,NISSAN,61900.0,49930.0,manual,flex,Branco,2018,False,GUIMA PREMIUM
S60,VOLVO,94990.0,58000.0,automatico,gasolina,Preto,2014,False,GUIMA PREMIUM
COROLLA,TOYOTA,189990.0,6690.0,automatico,flex,Cinza,2022,False,GUIMA PREMIUM
ONIX,CHEVROLET,55900.0,58000.0,manual,flex,Cinza,2019,False,BK MULTIMARCAS 
ONIX,CHEVROLET,55000.0,88000.0,manual,flex,Branco,2019,False,Aline Cristiane da Silva Dias
TORO,FIAT,175000.0,17000.0,automatico,diesel,Branco,2021,False,MATOS VEICULOS
IX35,HYUNDAI,88000.0,81000.0,automatico,flex,Cinza,2017,False,VICTOR BARRETO DE LIMA ROCHA
CAPTUR,RENAULT,88000.0,45610.0,,flex,Branco,2019,False,MATOS VEICULOS
COMPASS,JEEP,177800.0,45000.0,automatico,diesel,Prata,2019,False,Edson Veículos - Aracaju
T-CROSS,VOLKSWAGEN,109900.0,21000.0,automatico,flex,Branco,2020,False,VR SELECT CAR
CRUZE,CHEVROLET,109900.0,40000.0,automatico,flex,Branco,2019,False,VR SELECT CAR
Q3,AUDI,129990.0,45000.0,,gasolina,Branco,2017,False,Podium Automóveis 
HB20,HYUNDAI,44990.0,101.0,manual,flex,Preto,2014,False,HN Veículos
VERSA,NISSAN,49990.0,101.0,manual,flex,Preto,2017,False,HN Veículos
ARGO,FIAT,72990.0,101.0,manual,flex,Prata,2021,False,HN Veículos
PRISMA,CHEVROLET,46990.0,101.0,,flex,Preto,2015,False,HN Veículos
CRUZE,CHEVROLET,61990.0,101.0,automatico,flex,Cinza,2014,False,HN Veículos
MARCH,NISSAN,31990.0,101.0,manual,flex,Prata,2012,False,HN Veículos
DUSTER,RENAULT,76900.0,40000.0,automatico,flex,Preto,2019,False,BK MULTIMARCAS 
KWID,RENAULT,46990.0,101.0,manual,flex,Branco,2019,False,HN Veículos
CAPTUR,RENAULT,82900.0,48000.0,,flex,Vermelho,2018,False,BK MULTIMARCAS 
TRACKER,CHEVROLET,69990.0,101.0,automatico,flex,Vermelho,2015,False,HN Veículos
KOMBI,VOLKSWAGEN,41990.0,101.0,manual,flex,Branco,2014,False,HN Veículos
RENEGADE,JEEP,79990.0,101.0,automatico,flex,Vermelho,2017,False,HN Veículos
CRETA,HYUNDAI,109990.0,101.0,manual,flex,Prata,2019,False,HN Veículos
COROLLA,TOYOTA,86990.0,101.0,automatico,flex,Preto,2016,False,HN Veículos
COMPASS,JEEP,175990.0,101.0,automatico,flex,Branco,2021,False,HN Veículos
A5,AUDI,200900.0,56771.0,,gasolina,Preto,2018,False,Carneiro Automotores
DUSTER,RENAULT,81900.0,39000.0,automatico,flex,Branco,2019,False,Carneiro Automotores
FRONTIER,NISSAN,209900.0,35000.0,automatico,diesel,Prata,2019,False,Carneiro Automotores
ONIX,CHEVROLET,91990.0,101.0,automatico,flex,Vermelho,2020,False,HN Veículos
ONIX,CHEVROLET,93900.0,4000.0,automatico,flex,Prata,2021,False,Carneiro Automotores
DUSTER,RENAULT,61900.0,96000.0,manual,flex,Prata,2017,False,Carneiro Automotores
RANGER,FORD,148900.0,150000.0,automatico,diesel,Prata,2017,False,Carneiro Automotores
